hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,date,carb_monox
7,21.0,21.0,2.0,22.0,41.0,1.0,1015.9,0.0,NNW,2.8,22-Dec-2017,700.0
21,105.0,182.0,17.0,20.0,173.0,26.6,998.4,0.0,E,2.3,26-Aug-2014,1400.0
15,25.0,76.0,5.0,60.0,19.0,6.9,1017.0,0.0,WNW,1.1,27-Nov-2015,800.0
23,34.0,100.0,14.0,44.0,105.0,21.5,1006.3,0.0,SW,4.8,21-May-2016,600.0
15,89.0,123.0,37.0,47.0,144.0,23.2,997.7,0.0,ESE,2.3,26-Apr-2014,700.0
13,8.0,29.0,12.0,24.0,46.0,18.4,1015.6,0.0,WNW,7.2,19-Oct-2014,300.0
1,184.0,212.0,10.0,101.0,3.0,-0.1,1009.2,0.0,NW,1.2,8-Dec-2017,3600.0
9,194.0,171.0,18.0,63.0,8.0,12.3,1017.6,0.0,N,0.4,18-Oct-2014,1500.0
7,58.0,46.0,3.0,16.0,75.0,24.1,994.5,4.8,N,0.1,8-Jul-2014,900.0
15,147.0,171.0,75.0,83.0,50.0,10.6,1009.6,0.0,E,2.8,8-Mar-2015,2100.0
10,13.0,46.0,5.0,20.0,59.0,18.1,1002.4,0.0,N,2.4,14-May-2015,300.0
23,49.0,109.0,3.0,51.0,103.0,27.0,997.3,0.0,SE,2.7,21-Jun-2016,700.0
3,82.0,85.0,25.0,48.0,14.0,-1.1,1011.6,0.0,NNE,0.2,6-Dec-2014,2300.0
12,26.0,26.0,2.0,10.0,104.0,28.3,999.0,0.0,S,1.6,31-Jul-2016,400.0
15,71.0,82.0,9.0,32.0,157.0,28.6,1004.2,0.0,WNW,1.2,28-Aug-2015,700.0
20,29.0,41.0,6.0,54.0,49.0,11.9,1013.3,0.0,ENE,1.1,9-May-2016,700.0
15,131.0,131.0,39.0,86.0,12.0,3.8,1022.3,0.0,E,1.5,7-Dec-2016,2200.0
21,11.0,31.0,7.0,15.0,61.0,1.3,1021.3,0.0,N,2.9,31-Jan-2018,500.0
12,50.0,52.0,2.0,19.0,65.0,19.4,1010.0,0.0,NW,5.3,11-Oct-2016,200.0
1,32.0,79.0,9.0,30.0,57.0,8.7,1011.0,0.0,ESE,2.2,18-Mar-2016,500.0
21,523.0,590.0,7.0,158.0,5.0,-2.3,1015.4,0.0,ESE,1.0,1-Jan-2018,7400.0
11,242.0,243.0,32.0,94.0,2.0,2.7,1015.8,0.0,S,0.4,18-Dec-2017,4200.0
20,20.0,57.0,2.0,42.0,72.0,20.8,993.7,0.0,N,1.6,8-Jun-2015,500.0
21,430.0,486.0,26.0,171.0,2.0,-4.0,1019.0,0.0,WNW,1.0,15-Jan-2016,6600.0
23,37.0,58.0,2.0,29.0,80.0,26.1,994.1,0.0,N,0.8,19-Jun-2017,500.0
20,110.0,177.0,8.0,27.0,220.0,31.4,997.3,0.0,SSW,2.7,13-Aug-2016,2000.0
1,51.0,77.0,27.0,63.0,1.0,-2.1,1011.7,0.0,NE,0.5,26-Nov-2014,2000.0
20,118.0,58.0,10.0,22.0,109.0,26.2,995.5,0.0,ESE,1.3,18-Jul-2014,1200.0
14,174.0,174.0,5.0,78.0,95.0,21.0,1014.0,0.0,SW,1.5,13-Oct-2017,1400.0
20,189.0,189.0,14.0,122.0,9.0,-0.8,1015.6,0.0,NE,0.7,2-Jan-2018,3600.0
4,8.0,33.0,12.0,20.0,32.0,-3.3,1018.6,0.0,WNW,7.1,28-Nov-2014,300.0
8,426.0,427.0,67.0,146.0,2.0,3.9,1017.7,0.0,NNE,1.2,26-Feb-2015,5400.0
16,205.0,205.0,37.0,121.0,13.0,7.8,1014.6,0.0,ESE,1.1,19-Dec-2017,3200.0
13,68.0,68.0,7.0,14.0,200.0,35.0,1001.9,0.0,SW,2.4,11-Aug-2017,900.0
22,7.0,17.0,2.0,19.0,63.0,19.2,1000.1,0.0,NNW,1.3,13-Jun-2016,400.0
9,50.0,77.0,10.0,71.0,55.0,23.9,1010.7,0.0,NW,1.1,22-May-2017,700.0
9,8.0,23.0,2.0,34.0,50.0,23.9,996.4,0.0,NE,2.7,13-Jun-2016,400.0
1,39.0,62.0,3.0,51.0,62.0,25.1,993.2,0.0,NNE,0.9,4-Aug-2014,700.0
15,11.0,46.0,2.0,18.0,108.0,27.0,1003.8,0.0,NW,3.4,7-Jun-2016,300.0
18,102.0,102.0,4.0,27.0,181.0,30.2,994.8,0.0,SW,2.1,29-Jul-2015,600.0
11,22.0,30.0,2.0,16.0,80.0,27.5,1004.9,0.0,SSW,1.3,8-Aug-2016,300.0
20,,,,,,24.2,999.2,0.0,ESE,2.5,20-Jun-2015,1222.923
3,27.0,37.0,2.0,20.0,105.0,20.1,996.8,0.0,NE,0.9,24-Jun-2015,400.0
17,24.0,67.0,5.4264,30.3844,112.0266,27.5,999.2,0.0,WSW,1.0,20-Jun-2014,1222.923
15,50.0,200.0,6.0,41.0,139.0,24.1,1004.9,0.0,SSW,3.4,7-May-2016,600.0
0,79.0,131.0,55.0,75.0,1.0,-0.9,1018.8,0.0,NNE,0.8,4-Jan-2015,1600.0
15,6.0,6.0,2.0,13.0,75.0,33.3,994.5,0.0,NNW,3.4,24-Jun-2017,400.0
0,68.0,142.0,25.0,74.0,24.0,12.3,1017.8,0.0,WSW,1.7,3-Apr-2015,700.0
22,42.0,85.0,14.0,63.0,51.0,6.0,1016.3,0.0,SE,1.6,11-Mar-2016,800.0
15,43.0,73.0,2.0,27.0,69.0,25.4,994.8,0.4,NNW,1.0,17-Aug-2017,900.0
2,71.0,137.0,3.0,115.0,2.0,7.0,1009.3,0.0,SW,0.0,14-Apr-2016,800.0
4,237.0,249.0,18.0,87.0,,18.6,1004.3,0.0,ESE,0.9,1-May-2016,1900.0
8,34.0,34.0,2.0,30.0,59.0,27.4,994.6,0.0,NE,1.5,23-Jun-2017,1000.0
23,61.0,112.0,2.0,12.0,151.0,20.8,1001.1,1.2,NNW,1.8,31-May-2015,800.0
9,59.0,77.0,14.0,70.0,9.0,-0.9,1026.6,0.0,ENE,1.3,6-Dec-2016,2100.0
2,90.0,108.0,50.0,64.0,1.0,-2.4,1015.2,0.0,WSW,0.0,6-Dec-2014,1800.0
18,156.0,201.0,10.0,92.0,64.0,15.5,1008.8,0.0,ESE,0.6,19-Oct-2015,1100.0
0,355.0,411.0,63.0,118.0,44.0,6.5,1015.6,0.0,NE,1.1,16-Mar-2014,3299.0
14,9.0,26.0,13.0,13.0,68.0,3.1,1025.4,0.0,WNW,2.9,12-Jan-2015,200.0
14,154.0,162.0,20.0,41.0,5.0,19.5,998.6,0.0,ESE,1.1,8-Jun-2014,2799.0
5,21.0,62.0,8.0,54.0,1.0,8.7,1012.9,0.0,ENE,0.6,26-Sep-2014,300.0
5,43.0,47.0,11.0,75.0,2.0,1.1,1016.1,0.0,E,1.1,19-Feb-2017,1300.0
16,36.0,51.0,2.0,11.0,95.0,19.9,1011.0,0.0,NNW,1.1,2-May-2015,300.0
18,24.0,58.0,6.0,25.0,203.0,29.9,993.6,0.0,SSE,3.0,20-May-2015,400.0
13,59.0,59.0,5.0,47.0,2.0,1.4,1017.9,0.0,SW,0.6,20-Nov-2016,2600.0
1,35.0,163.0,14.0,71.0,23.0,9.2,1017.1,0.0,SW,2.3,5-Apr-2015,600.0
6,192.0,192.0,4.0,87.0,2.0,7.5,1010.9,0.0,N,1.7,19-Nov-2017,3000.0
2,24.0,24.0,3.0,31.0,48.0,18.7,1002.1,0.0,SSE,0.0,14-Jun-2015,400.0
8,3.0,19.0,3.0,19.0,60.0,0.5,1021.3,0.0,NW,5.8,15-Dec-2016,400.0
3,43.0,43.0,2.0,30.0,110.0,21.2,994.9,0.0,W,0.7,2-Jul-2015,700.0
13,63.0,76.0,8.0,21.0,229.0,31.4,1001.8,0.0,SE,1.9,18-Aug-2015,800.0
4,11.0,9.0,31.0,19.0,46.0,-10.3,1030.9,0.0,NE,1.9,10-Feb-2015,600.0
14,30.0,30.0,2.0,14.0,82.0,18.7,994.7,2.4,NE,1.6,13-Jun-2017,400.0
20,10.0,10.0,2.0,25.0,38.0,21.8,991.8,22.7,W,1.3,20-Jul-2017,600.0
23,98.0,169.0,26.0,59.0,82.0,20.0,1006.8,0.0,S,0.5,16-May-2015,1300.0
18,106.0,176.0,27.0,64.0,83.0,18.8,1001.4,0.0,SSW,1.9,28-Mar-2015,1200.0
2,61.0,64.0,30.0,26.0,8.0,-3.0,1016.9,0.0,N,0.9,18-Feb-2018,1000.0
9,29.0,29.0,5.0,74.0,35.0,29.8,995.5,0.0,W,1.7,26-May-2015,600.0
20,48.0,101.0,2.0,58.0,6.0,5.4,1017.7,0.0,NNE,0.9,29-Oct-2017,200.0
8,17.0,33.0,10.0,48.0,10.0,13.5,1018.5,0.0,NNE,0.8,20-Oct-2014,500.0
9,25.0,25.0,2.0,47.0,23.0,22.2,1003.7,0.0,E,0.9,8-Sep-2017,500.0
23,69.0,76.0,10.0,43.0,118.0,26.7,1002.8,0.0,SW,2.1,22-May-2015,400.0
5,39.0,107.0,6.0,105.0,2.0,16.6,1007.9,0.0,E,0.0,27-Aug-2015,700.0
2,135.0,135.0,37.0,79.0,6.0,-4.6,1022.2,0.0,NNW,1.6,14-Jan-2016,1800.0
3,47.0,123.0,8.0,101.0,1.0,19.4,1003.2,0.0,NE,0.7,25-Aug-2014,700.0
2,94.0,94.0,20.0,29.0,6.0,9.5,996.7,0.0,SE,0.4,13-Apr-2017,500.0
21,101.0,112.0,35.0,48.0,,13.9,1009.7,0.0,SSW,2.8,21-Apr-2014,1222.923
6,,,,,,21.0,997.8,0.0,E,0.9,7-Sep-2017,1222.923
3,25.0,31.0,2.0,7.0,95.0,25.2,992.6,0.0,N,1.0,30-Jul-2016,300.0
11,20.0,32.0,21.0,21.0,36.0,4.0,1021.0,0.0,NNE,4.4,26-Jan-2016,800.0
15,40.0,40.0,2.0,42.0,56.0,-1.8,1024.9,0.4,SE,1.8,21-Feb-2018,700.0
5,86.0,115.0,22.0,89.0,48.0,21.2,1002.2,0.0,ESE,1.4,22-Jun-2016,1100.0
9,45.0,124.0,7.0,64.0,46.0,17.0,1007.8,0.0,SW,1.6,7-May-2016,900.0
6,104.0,145.0,94.0,89.0,84.0,-0.2,1013.4,0.0,NE,1.3,5-Mar-2014,2200.0
22,223.0,292.0,50.0,160.0,2.0,10.3,1005.6,0.0,NE,1.2,24-Mar-2015,1900.0
6,,63.0,11.0,58.0,6.0,19.1,1004.6,0.0,E,0.9,3-Jul-2016,1900.0
12,65.0,96.0,19.0,31.0,186.0,28.9,996.9,0.0,WSW,4.1,31-May-2016,800.0
15,13.0,38.0,3.0,13.0,124.0,34.3,997.9,0.0,SSW,3.0,18-Aug-2014,400.0
23,305.0,337.0,8.0,90.0,8.0,-3.4,1017.1,0.0,NNE,1.3,3-Jan-2017,5900.0
0,36.0,82.0,3.0,57.0,2.0,4.0,1023.4,0.0,NW,0.9,31-Oct-2016,1100.0
20,141.0,188.0,2.0,39.0,149.0,23.6,1002.1,0.0,NE,0.7,7-Sep-2015,1300.0
19,43.0,98.0,3.0,24.0,182.0,31.5,992.0,0.0,SSE,4.2,9-Jun-2017,600.0
1,266.0,272.0,41.0,27.0,127.0,18.2,1006.2,0.0,N,0.9,6-May-2014,1899.0
19,54.0,54.0,9.0,35.0,185.0,31.4,998.6,0.0,SW,1.5,30-Jun-2015,500.0
9,34.0,57.0,2.0,48.0,43.0,23.7,1004.2,0.0,NNE,1.6,31-Jul-2016,500.0
11,24.0,198.0,2.0,12.0,91.0,16.2,1008.3,0.0,N,8.3,4-May-2015,200.0
15,24.0,60.0,2.0,21.0,210.0,34.1,994.5,0.0,SSW,3.2,2-Jul-2017,700.0
23,50.0,192.0,11.0,113.0,2.0,5.7,1012.1,0.0,SW,1.7,11-Apr-2014,1200.0
5,191.0,199.0,97.0,94.0,10.0,1.3,1012.4,0.0,E,1.5,11-Feb-2017,5900.0
19,21.0,43.0,13.0,40.0,36.0,-0.9,1025.6,0.0,NE,1.3,26-Dec-2014,300.0
7,49.0,61.0,13.0,35.0,31.0,17.8,992.8,0.0,SSW,1.5,19-May-2014,500.0
3,11.0,10.0,9.0,22.0,31.0,-0.9,1012.8,0.0,NW,3.5,11-Dec-2014,400.0
0,9.0,9.0,2.0,26.0,11.0,15.2,1013.5,0.0,NNW,1.6,19-Sep-2017,400.0
3,21.0,21.0,2.0,10.0,79.0,5.1,1024.4,0.0,NE,1.9,6-Apr-2016,200.0
10,128.0,128.0,2.0,43.0,58.0,30.3,992.5,0.0,SW,0.7,23-Jul-2017,1300.0
9,57.0,84.0,2.0,54.0,3.0,17.7,1002.9,0.0,S,1.7,2-May-2016,800.0
15,7.0,36.0,2.0,29.0,73.0,17.9,1009.7,0.0,WNW,5.5,2-Apr-2017,300.0
0,161.0,161.0,,,,14.9,1015.1,0.0,E,2.1,21-Oct-2015,1222.923
11,7.0,12.0,2.0,8.0,66.0,14.0,1014.1,0.0,NNW,5.4,10-Oct-2016,200.0
21,392.0,442.0,61.0,167.0,107.0,10.9,996.2,0.0,NE,1.9,17-Mar-2014,2899.0
11,23.0,24.0,2.0,31.0,61.0,22.3,1006.3,0.0,NNW,1.2,23-Sep-2016,700.0
9,149.0,149.0,7.0,49.0,84.0,24.7,998.8,0.0,E,1.6,9-Jun-2017,1300.0
3,217.0,219.0,43.0,98.0,94.0,6.8,1008.8,0.0,WSW,1.4,17-Mar-2014,2500.0
8,45.0,118.0,10.0,76.0,2.0,18.6,996.6,0.0,E,1.3,15-May-2015,600.0
10,66.0,66.0,8.0,55.0,3.0,7.8,1012.0,0.0,ENE,1.7,16-Nov-2016,2000.0
2,87.8,131.9,20.3,46.1,43.5,18.8,1000.4,0.0,NNE,0.6,21-May-2015,1000.0
8,12.0,34.0,8.0,58.0,12.0,-5.5,1033.1,0.0,E,1.0,29-Dec-2017,500.0
13,43.0,43.0,2.0,29.0,42.0,21.1,998.6,0.0,E,1.9,24-May-2015,1000.0
12,127.0,172.0,26.0,86.0,182.0,30.9,1001.8,0.0,SW,3.3,25-May-2016,1500.0
22,100.0,132.0,2.0,33.0,111.0,30.1,1001.0,0.0,ESE,2.2,4-Aug-2017,1900.0
13,24.0,30.0,12.0,25.0,58.0,8.6,1022.4,0.0,ENE,1.0,7-Mar-2015,700.0
8,125.0,125.0,8.0,20.0,70.0,25.7,999.4,0.0,ENE,1.2,28-Jun-2016,900.0
8,53.0,120.0,3.0,52.0,2.0,7.2,1019.9,0.0,WNW,1.2,28-Oct-2015,1200.0
1,128.0,88.0,52.0,60.0,3.0,-7.7,1021.2,0.0,N,1.1,19-Dec-2014,2900.0
23,135.0,296.0,20.0,28.0,117.0,18.9,1011.3,0.0,ESE,1.9,9-Apr-2015,800.0
23,72.0,85.0,12.0,73.0,2.0,-1.2,1024.5,0.0,WSW,0.7,28-Nov-2017,1800.0
8,133.0,276.0,18.0,116.0,2.0,11.6,1013.7,0.0,WSW,0.6,22-Mar-2017,1900.0
22,112.0,124.0,22.0,89.0,154.0,24.5,1002.7,0.0,SSW,1.6,14-Jun-2014,1300.0
11,12.0,14.0,12.0,15.0,67.0,6.2,1025.2,0.0,N,2.3,6-Mar-2015,400.0
13,8.0,13.0,2.0,14.0,106.0,30.6,1001.1,0.0,NNW,2.7,22-Aug-2016,500.0
10,31.0,37.0,2.0,52.0,27.0,24.9,998.8,0.0,W,1.2,6-Aug-2016,900.0
11,76.0,106.0,4.0,16.0,141.0,27.2,994.6,0.0,ESE,1.5,24-Jun-2014,1200.0
10,6.0,26.0,3.0,9.0,94.0,25.0,1005.6,0.0,ENE,4.7,29-May-2017,200.0
17,13.0,29.0,3.0,19.0,58.0,2.5,1028.0,0.0,NW,3.6,23-Nov-2017,400.0
16,254.0,276.0,19.0,85.0,240.0,24.3,1011.7,0.0,S,1.6,5-Oct-2016,2100.0
23,378.0,392.0,2.0,176.0,11.0,-2.7,1023.3,0.0,WSW,0.7,29-Nov-2016,9300.0
16,78.0,50.0,14.0,25.0,66.0,25.3,989.4,0.0,SSE,0.4,28-Aug-2014,2100.0
1,10.0,15.0,2.0,24.0,5.0,7.44,1018.0,0.0,NW,1.4,28-Oct-2017,700.0
10,10.0,16.0,6.0,13.0,78.0,29.4,997.8,0.0,ESE,1.5,21-Aug-2016,300.0
21,67.0,185.0,28.0,47.0,171.0,27.3,998.0,0.0,SW,4.8,30-May-2014,1100.0
16,72.0,76.0,9.0,17.0,116.0,22.6,996.4,0.0,SSE,2.2,28-Mar-2015,600.0
8,138.0,138.0,10.0,95.0,48.0,27.2,999.8,0.0,NNE,0.9,15-Jun-2015,1000.0
19,55.0,55.0,2.0,35.0,148.0,22.5,1008.2,6.9,E,3.9,7-Aug-2016,1100.0
17,,,,,,-1.1,1018.0,0.0,N,5.1,16-Dec-2015,1222.923
17,28.0,28.0,2.0,7.0,81.0,33.1,991.8,0.0,NNW,4.2,2-Jul-2016,200.0
0,64.0,58.0,34.0,57.0,9.0,-3.9,1023.9,0.0,N,1.5,16-Dec-2014,1600.0
13,117.0,117.0,7.0,48.0,238.0,31.9,996.2,0.0,SSW,2.1,25-Jul-2016,1000.0
8,131.0,233.0,14.0,104.0,31.0,24.5,1003.1,0.0,ENE,1.5,25-May-2016,1400.0
2,25.0,32.0,13.0,22.0,65.0,18.3,1002.3,0.0,ESE,1.1,9-May-2014,600.0
8,55.0,82.0,2.0,35.0,55.0,26.0,994.3,0.0,NW,0.8,21-Jun-2017,700.0
5,118.0,144.0,2.0,35.0,53.0,19.1,994.7,0.0,E,1.2,11-May-2017,700.0
6,14.0,20.0,4.0,32.0,54.0,21.2,999.1,0.0,NW,1.0,15-Aug-2015,300.0
8,15.0,39.0,4.0,52.0,6.0,11.3,1022.4,0.0,NE,1.1,24-Oct-2014,400.0
22,18.0,32.0,2.0,58.0,61.0,22.6,1006.9,0.0,ENE,1.3,24-Aug-2016,700.0
12,175.0,213.0,31.0,98.0,18.0,12.8,1014.2,0.0,E,2.1,3-Nov-2016,1800.0
5,46.0,46.0,2.0,31.0,25.0,11.1,1016.3,0.0,NW,1.3,21-Oct-2017,700.0
10,33.0,67.0,2.0,32.0,100.0,29.6,995.9,0.0,ESE,2.4,14-Jul-2016,400.0
5,18.0,18.0,7.0,20.0,51.0,-4.3,1032.5,0.0,NE,1.0,23-Nov-2016,600.0
12,198.0,218.0,25.0,91.0,127.0,20.6,1014.1,0.0,ENE,1.4,16-Oct-2016,2200.0
17,10.0,35.0,3.0,28.0,75.0,23.2,997.6,0.0,SSW,1.0,14-May-2015,300.0
21,51.0,76.0,35.0,65.0,9.0,-4.8,1018.0,0.0,NNW,1.3,2-Dec-2015,1000.0
3,70.0,112.0,11.0,66.0,8.9964,1.0,1014.4,0.0,ESE,2.2,25-Mar-2014,1222.923
7,21.0,50.0,2.0,22.0,17.0,9.475,1018.0,0.0,E,2.0,27-Oct-2017,100.0
12,38.0,71.0,7.0,23.0,164.0,27.7,1013.6,0.0,S,1.2,22-May-2017,600.0
2,39.0,56.0,2.0,58.0,3.0,4.7,1012.4,0.0,NNW,1.3,2-Nov-2016,1200.0
19,75.0,84.0,15.0,81.0,3.0,-0.7,1022.8,0.0,N,1.2,13-Dec-2017,2000.0
1,44.0,44.0,2.0,31.0,116.0,23.8,1000.7,0.6,E,1.1,28-Jul-2016,600.0
17,36.0,69.0,15.0,55.0,23.0,3.0,1021.0,0.0,WSW,3.1,6-Jan-2016,800.0
2,88.0,88.0,2.0,,47.0,26.4,997.9,0.0,E,0.8,29-Jul-2017,900.0
4,18.0,18.0,4.0,,25.0,24.1,991.5,0.0,NNE,1.5,28-Jul-2014,500.0
18,13.0,13.0,5.0,45.0,40.0,27.2,997.2,0.0,W,3.8,13-Aug-2017,1000.0
14,16.0,20.0,2.0,13.0,143.0,33.5,1000.1,0.0,ESE,3.3,19-Aug-2014,400.0
16,47.0,71.0,73.0,49.0,35.0,9.4,1027.0,0.0,WNW,3.4,23-Dec-2015,1000.0
15,7.0,7.0,3.0,24.0,69.0,31.1,998.1,0.0,W,2.0,6-Sep-2017,400.0
5,21.0,21.0,2.0,43.0,65.0,23.0,999.0,0.0,N,1.8,12-Jun-2015,400.0
19,56.0,89.0,15.0,68.0,71.0,5.2,1022.5,0.0,SW,1.6,11-Feb-2018,100.0
11,17.0,43.0,1.0,3.0,127.0,32.6,997.1,0.0,SSE,1.9,26-Aug-2014,300.0
17,28.0,93.0,7.0,34.0,100.0,21.7,1003.2,0.0,SSE,3.3,30-Mar-2017,1222.923
8,18.0,42.0,22.0,35.0,47.0,5.4,1019.0,0.0,WNW,4.1,30-Nov-2015,500.0
0,264.0,334.0,93.0,123.0,1.0,-0.4,1023.0,0.0,ENE,0.8,22-Feb-2015,4100.0
23,27.0,80.0,13.0,27.0,115.0,25.3,1000.4,0.0,SE,2.8,3-Jul-2016,1200.0
10,22.0,54.0,4.0,59.0,11.0,11.7,1012.6,0.0,NE,1.1,27-Oct-2016,900.0
19,99.0,152.0,12.0,42.0,271.0,31.7,991.3,0.0,ESE,2.5,30-May-2017,1000.0
21,58.0,58.0,2.0,26.0,218.0,29.8,1006.5,0.0,SE,2.4,21-Aug-2017,1100.0
16,8.0,24.0,2.0,28.0,43.0,4.3,1013.1,0.0,WNW,5.6,22-Dec-2017,500.0
10,191.0,191.0,28.0,102.0,3.0,1.8,1022.2,0.0,N,0.4,19-Dec-2017,4500.0
23,7.0,7.0,2.0,16.0,58.0,15.9,1014.8,0.0,WNW,4.1,7-Oct-2017,200.0
15,5.0,23.0,2.0,11.0,71.0,5.3,1026.5,0.0,NW,5.3,5-Dec-2017,200.0
18,19.0,29.0,4.0,10.0,150.0,32.2,994.7,0.0,ESE,3.9,12-Jun-2015,300.0
16,209.0,209.0,16.0,120.0,20.0,13.2,1013.2,0.0,SW,0.9,4-Nov-2016,1400.0
13,34.0,34.0,2.0,28.0,30.0,18.1,1011.4,0.5,NE,1.1,23-Sep-2015,500.0
8,258.0,258.0,5.0,85.0,2.0,11.7,1006.9,0.0,N,0.0,25-Oct-2015,2100.0
18,69.0,69.0,2.0,29.0,72.0,21.0,998.6,0.0,ESE,2.8,24-May-2015,1100.0
17,9.0,26.0,1.0,9.0,129.0,32.9,998.3,0.0,S,1.8,24-Aug-2014,400.0
1,22.0,50.0,15.0,50.0,1.0,-5.0,1019.8,0.0,WSW,1.4,13-Dec-2014,1100.0
4,29.0,29.0,7.0,59.0,,-5.1,1034.6,0.1,SE,1.4,27-Dec-2016,1000.0
1,7.0,11.0,3.0,8.0,81.0,6.6,1011.2,0.0,ENE,1.8,28-Mar-2014,400.0
13,22.0,22.0,2.0,17.0,141.0,28.2,1003.4,0.0,E,1.9,31-Jul-2016,400.0
9,86.0,115.0,83.0,74.0,7.0,-3.1,1023.8,0.0,E,1.1,13-Jan-2015,3900.0
18,13.0,24.0,93.0,31.0,40.0,-0.7,1023.5,0.0,NNW,2.2,20-Jan-2015,300.0
6,14.0,14.0,10.0,36.0,29.0,-9.0,1027.0,0.0,E,0.4,17-Jan-2016,700.0
4,48.0,48.0,2.0,18.0,47.0,25.3,998.8,2.3,NE,0.9,25-Jul-2017,800.0
1,200.0,252.0,16.0,92.0,2.0,-0.2,1018.0,0.0,ESE,0.1,29-Nov-2015,2500.0
15,38.0,51.0,10.0,12.0,245.0,32.1,1002.5,0.0,SW,3.1,2-Jun-2017,600.0
9,17.0,48.0,4.0,26.0,67.0,25.5,993.5,0.0,ESE,0.4,20-May-2014,300.0
0,190.0,197.0,20.0,87.0,10.9242,7.5,1009.3,0.0,NNW,1.0,28-Oct-2014,1700.0
20,304.0,309.0,28.0,80.0,132.5898,17.2,1001.8,0.0,NNW,0.8,27-Sep-2014,1222.923
20,79.0,135.0,13.0,26.0,106.0,18.6,1005.5,0.0,SW,4.4,4-Apr-2017,600.0
1,97.0,115.0,17.0,61.0,2.0,-0.3,1012.2,0.0,ESE,1.4,7-Dec-2017,3100.0
8,75.0,106.0,14.0,59.0,3.0,10.7,1014.7,0.0,ESE,2.0,19-Apr-2017,2200.0
12,24.0,28.0,2.0,10.0,129.0,32.5,1001.2,0.0,SSE,3.6,2-Aug-2017,600.0
14,116.0,116.0,5.0,15.0,294.0,34.2,996.8,0.0,SE,2.1,21-Jun-2017,1000.0
7,31.0,31.0,2.0,22.0,94.0,20.0,1000.0,0.0,NE,1.5,13-Jun-2017,500.0
12,46.0,59.0,44.0,45.0,18.0,14.4,1012.2,0.0,NNW,1.1,4-Dec-2014,1000.0
2,75.0,113.0,2.0,38.0,84.0,24.3,1002.6,0.0,NNE,1.2,7-Jul-2017,1500.0
9,43.0,48.0,7.0,55.0,5.0,4.4,1032.0,0.0,ENE,1.2,9-Nov-2015,800.0
7,76.0,94.0,35.0,95.0,15.0,-1.4,1021.6,0.0,ENE,1.8,11-Mar-2016,2100.0
3,136.0,212.0,3.0,109.0,19.0,22.4,1002.5,0.0,SSE,0.0,7-Sep-2015,800.0
19,62.0,79.0,22.0,29.0,223.0,31.7,994.3,0.0,S,1.8,6-Jul-2014,1100.0
13,60.0,72.0,10.0,69.0,84.0,28.8,1009.0,0.0,SW,2.2,21-Sep-2014,500.0
18,14.0,23.0,2.0,10.0,88.0,31.5,994.3,0.0,NE,1.0,21-Aug-2016,300.0
19,16.0,39.0,2.0,73.0,5.0,13.5,1018.6,0.0,SE,0.2,28-Sep-2017,700.0
11,11.0,32.0,11.0,15.0,66.0,13.6,1014.5,0.0,SSE,3.3,14-Mar-2015,400.0
7,205.0,205.0,12.0,80.0,6.0,-2.8,1018.9,0.0,E,0.9,3-Jan-2017,3600.0
11,69.0,69.0,3.0,33.0,115.0,32.4,999.2,0.0,SW,1.6,20-Jul-2015,400.0
4,130.0,130.0,57.0,83.0,8.0,-1.8,1023.9,0.0,WNW,0.8,30-Dec-2016,2800.0
4,56.0,57.0,38.0,38.0,26.0,-7.0,1015.7,0.0,NW,1.8,22-Jan-2015,1400.0
1,32.0,114.0,4.0,97.0,,17.3,1000.3,0.0,N,0.0,4-Sep-2015,500.0
5,12.0,22.0,16.0,29.0,77.0,5.3,1015.9,0.0,E,1.4,28-Feb-2018,400.0
4,15.0,15.0,2.0,34.0,12.0,19.8,997.3,0.0,N,1.1,16-Aug-2017,400.0
20,9.0,23.0,3.0,7.0,93.0,-1.4,1028.2,0.0,N,3.7,8-Feb-2018,200.0
11,257.0,271.0,82.0,73.0,44.0,-1.3,1018.6,0.0,NE,1.3,28-Jan-2018,2200.0
23,151.0,189.0,38.0,124.0,1.0,5.8,1013.7,0.0,E,0.6,26-Oct-2014,2100.0
21,94.0,118.0,80.0,76.0,4.0,-3.8,1015.8,0.0,S,0.5,26-Jan-2015,1300.0
6,58.0,73.0,41.0,59.0,10.0,-3.4,1015.2,0.0,NNW,1.6,4-Jan-2015,6300.0
22,37.0,56.0,3.0,60.0,16.0,6.7,1018.7,0.0,NNW,0.4,15-Oct-2014,500.0
5,255.0,255.0,9.0,86.0,4.0,0.6,1013.0,0.0,NE,0.9,20-Nov-2015,2500.0
11,9.0,25.0,12.0,46.0,40.0,0.7,1023.1,0.0,NW,6.2,6-Jan-2017,800.0
10,50.0,81.0,30.0,67.0,3.0,0.1,1021.8,0.0,SSW,1.7,24-Nov-2017,1700.0
11,241.0,252.0,107.0,115.0,7.0,3.0,1009.0,0.0,W,1.0,4-Jan-2016,4800.0
1,22.0,29.0,17.0,35.0,29.0,-5.0,1025.3,0.0,NW,1.5,27-Dec-2014,400.0
10,190.0,282.0,34.0,115.0,5.0,-1.0,1015.9,0.0,WNW,0.5,1-Jan-2017,5600.0
20,160.0,140.0,17.0,74.0,12.0,2.9,1014.1,0.0,N,0.7,12-Mar-2014,1800.0
